hotel_name,name,rating,review
Hills Joglo Villa,rin wantin,4.0,"(Translated by Google) Good, comfortable, spacious parking, at that time ordered joglo 9, see ... Facilities zonk ... Pesen 4 days 5 nights ... Phone is dead, remote ac is off ... Wifi is not arrived at each pemdopo ... More good man. (Original) Bagus si, nyaman, parkir luas, waktu itu pesan joglo 9,seeihnya... Fasilitas zonk... Pesen 4 hari 5 malam... Telpon mati, remot ac mati... Wifi ga sampe ke tiap pemdopo... Lainnya bagus si."
Hills Joglo Villa,Liany Nurmayani,4.0,"(Translated by Google) Pretty good place Asri ccok for a relaxing holiday with family, employees are friendly enough, cm for toilet conditions and standard cleanliness for a class of villa ... i (Original) Lumayan bagus tempat ny Asri ccok buat liburan santai brg keluarga,karyawan cukup ramah,cm utk kondisi toilet dan kebersihan standar utk sekelas villa..i"
Hills Joglo Villa,Evi Kressanti,4.0,"(Translated by Google) Nice place dg joglo shaped bungalow. Comfortable atmosphere like rural nature with shady plants, rice fields and buffaloes that are plowing. There is a swimming pool, a large meeting room. (Original) Tempatnya bagus dg bungalow berbentuk joglo. Suasana nyaman seperti alam pedesaan dgn tanaman perindang, sawah dan kerbau yg sedang membajak. Ada kolam renang, meeting room yg luas."
Hills Joglo Villa,Habib Maksum,4.0,"(Translated by Google) The best place to relax with friends or family We can order food with a package menu of 20 thousand rice duck tea... very tasty and affordable We can also swim with htm 50 thousand / person Joglo garden atmosphere There is also a mini gallery of villas and a wedding building... so the reception can be great here, the feel of a shady garden... Just come... be greeted in a friendly manner by the guard... if you are lucky, the mother who has it... is very friendly and welcome (Original) Tempat terbaik untuk santai bersama teman ataupun keluarga Kita bisa pesan makananan dngn menu paket 20rb nasi bebek teh... sangat enak dan terjangkau Kitapun bisa renang dngn htm 50rb/orang Suasana joglo garden Ada jg mini galeri villa dan gedung perbikahan... jd bs bngt resepsi disini nuansa kebun yg rindang... Datang aja... disambut dngn ramah sm petugas jaga... kl beruntung bs ktmu ibu yg punya... sangat ramah dan welcome"
Hills Joglo Villa,MD Berkah,5.0,"(Translated by Google) the place is very comfortable, prove it yourself (Original) tempatnya nyaman banget, buktikan sendiri"
Hills Joglo Villa,Ammy Wiyasa,4.0,(Translated by Google) The place is quiet romantic. Very beautiful because there are many unique photo spots. If you come here in the afternoon or evening I suggest bringing mosquito repellent lotion hehehe (Original) Tempatnya tenang romantis. Sangat cantik karena banyak spot foto yang unik. Kalau kesini sore atau malam saya sarankan bawa lotion anti nyamuk hehehe
Hills Joglo Villa,ochie rosi,4.0,"(Translated by Google) I just came here once, you know from brother. we look for an address with a map, immediately get it. I didn't think there was a place like that, so cool but according to me the facilities are too bad. With such a large area, there should be more prominent facilities ... when I was there there was only a family event at the pool restaurant ... and 2 Dresto guests generally ... (Original) saya baru sekali kesini, tau dari kakak. kita nyari alamat dengan map, langsung dapat. ga nyangka ada tempat seperti itu, keren sich tpi mnrt sya fasilitas nya krg. dengan lahan bgtu luas, hrusnya ada fasilitas yang lbh menonjol.. saya waktu kesitu hanya ada acara keluarga d resto poolnya.. dan 2 tamu dresto umumnya..."
Hills Joglo Villa,MM Yohana,4.0,"(Translated by Google) the food took a long time to come out... The service was friendly, but it took so long (Original) makanan lama sekali keluarnya... Pelayanannya ramah sih cuman ya itu lama bgt"
Hills Joglo Villa,Vueshella AS,5.0,"(Translated by Google) Beautiful place, nice and really recommended but unfortunately the road to get there is very ugly and hollow (Original) Tempat yang indah, bagus dan rekomended banget tapi sayang jalan menuju kesana sangat jelek dan berlubang"
Hills Joglo Villa,Yudha Perwira,5.0,"(Translated by Google) romantic, quiet, comfortable! delicious food. suitable for those who are looking for peace, what else likes photos. there is a swimming pool, can be accessed by public (no need to stay overnight) (Original) romantis, sunyi, nyaman! makanan enak. cocok untuk yg mencari ketenangan, apa lagi suka foto2. ada kolam renang, bisa di akses umum (tdk harus menginap)"
Hills Joglo Villa,Wisnu Wibowo,5.0,(Translated by Google) A very comfortable place with typical Javanese Joglo buildings ... Pas for resting with views of the countryside ... rice fields ... kolamrenang .. Ok yuuuukk come here (Original) Tempat yg sangat nyaman dengan bangunan khas Jawa Joglo... Pas utk beristirahat dengan pemandangan pedesaan ...sawah..kolamrenang.. Ok yuuuukk kesini
Hills Joglo Villa,Wahyu Asyari Muntoha,5.0,(Translated by Google) It's cool. I just ordered old food. can swim 30 thousand. the green view is really good. (Original) Asik sih. cuman pesen makanan lama euy. bisa renang 30rebu. viewnya ijo2 oke banget.
Hills Joglo Villa,Felix Chandra,5.0,"(Translated by Google) very cool!! joglo house is nice, the atmosphere is very calm. just right for relieving tired (Original) keren banget!! rumah joglo bagus, suasanya ny tenang bgt. pas buat ngilangin capek"
Hills Joglo Villa,Faizal akbar,5.0,(Translated by Google) A comfortable place to unwind with the city. Because here we are presented with a rustic feel that makes the mind comfortable (Original) Tempat yg nyaman untuk melepas penat dengan suasa kota. Karena disini kita di suguhkan dengan nuansa pedesaan yang membuat pikiran bisa nyaman
Hills Joglo Villa,Arobiyantonugroho Nugroho,1.0,(Translated by Google) Fraud(Original)PenipuanRooms: 1/5 | Service: 1/5 | Location: 1/5 …More
Hotel Serrata,Fajar Satria,4.0,"Shadow of it's former past. compared to early 2000's, there's almost no improvement, only decline in quality. perhaps the pandemic hit them hard, let's hope that they can return to their former glory."
Hotel Serrata,Kanthy Zukhrifah,1.0,"I was spending the nights here for two days with my family. In the first day, the service was good. From the receptionist till the employees who accompanied us to the room, they cooperated well. Yet, the problem occured in my second day of staying. THE BREAKFAST SERVICE WAS TERRIBLE. How did they treat us like strangers yet we're visitors there in fact? Here, you'll be given kind of coupon to exchange it with breakfast. It was written that the breakfast time would be available from 6-10 am. When I went to the pantry at 8.30, the food was almost run out. I was waiting for about 30 minutes till I decided to talk to the receptionist. She told me she had called other employee to serve us. But, the employee just never showed up. I was going back and forth to the receptionist table for just making sure that I and my sisters got our food. And finally, one employee came and I directly asked him to cook us some omelette. That's it. My breakfast was just a plate of white rice and an omelette. There was no much food left. I had no energy anymore to scold her for refilling the other food. Almost 5/6 times, I was ranting at her. What a great breakfast to start a day! Fyi, there was a wedding held in the main hall (front room) when this tragedy happened. And you know what? The receptionist told me that there are no employees around due to that wedding event. Shortly, she tried to ask for my understanding for not being able to treat us good enough because of the wedding. Such a shame. How poor their services are! I know, mayhap some of you might be wondering why I'm creating such a ruckus for the mere thing,breakfast. No, Honey. IT IS A MAJOR THING. It is a hotel. Their jobs to deliver good services is needed. What would you expect but good services while staying at a hotel? We dont want our money wasted, right? I had visited many hotels from the cheapest to the most expensive, or from the simple one to the luxury ones. This was the worst. Buat yang tidak bisa bahasa Inggris, perhatikan omongan saya. Pokoknya, hotel ini tidak recommended. Cari saja hotel lain. Kalau ingin tetap ke sini, silahkan. Semoga saja mereka sudah berubah lebih baik."
Hotel Serrata,Pascal Troxler,1.0,"Since almost 20 years we always came here to swim. But in the meantime its not good anymore. The Ruang Ganti / Chanching Room stinks very bad. The showers are not realy clean and hatd to use. The Lights under water are all broken and the cables looking out of the water. That does not make a good impression and scares of swimming. People from outside coming here for swim class. nobody take shower before swimming, but thats normal here in indonesia."
Hotel Serrata,YaYaN,3.0,"Strategic location on the main road Semarang -Solo, the hotel is pretty good and beautifulRooms: 3/5 | Service: 2/5 | Location: 3/5 …More"
Hotel Serrata,Fanti Saktini,3.0,"When the fascilities is limited due to event that is being held here e.g. wedding event, the Hotel SHOULD announce this limitation publicly at least one day in advance, otherwise many regular guests are disappointed. At least a writing in a paper, PLEASE. Limited services For example: closed pools, no restaurant order,"
Hotel Serrata,Resya Wulan,4.0,"They have wedding package. Room rather clean and big enough. They have swimming pool, but the staffs were not very friendly."
Hotel Serrata,B L,2.0,One of the oldest hotels in semarang... Location is far from downtown... Food was not that good... Rooms were okay for the price... Service could be improved
Hotel Serrata,Erna Budiarti,5.0,"Ever had an event there,, my son' s circumcision thanks,, thank u Serrata"
Hotel Serrata,Ektiar Septiantoro,5.0,"The place is good for dinner with a lover, the foods are very delicious to and also the hotel room are clean and comfortable."
Hotel Serrata,hyudo banditoz,5.0,coolRooms: 5/5 | Service: 5/5 | Location: 5/5 …More
Hotel Serrata,ahmad muhid,4.0,Good place to have wedding party & it's located at side street
Hotel Serrata,Ramba Baru,4.0,"Large room, classic interior, less maintenance"
Hotel Serrata,Khairunnisa Sana,5.0,Good place for special event... And for staying a night
Hotel Serrata,A. Hari Tangguh Wibowo,1.0,"Getting worse compare my last visit, no maintenance on equipment and bad bathroom"
Hotel Serrata,Ram Karliutama,3.0,"The room is not clean, need lot of improvement on the workers manners"
Hotel Serrata,Agus Wahyuadianto,2.0,"If you like old building style, this one is suitable for you"
Hotel Serrata,Paldibo Alfriramson,5.0,Cozy place but in second floor is scary
Hotel Serrata,yosephin martha,5.0,Hommy...comfort place for family stay...
Hotel Serrata,Widisaputro Dendi,3.0,Good enough for take a rest
Hotel Serrata,Wahyu Priyansah,4.0,"Not bad, need renovation"
Hotel Serrata,Jon Karjo,4.0,Worth it..Rooms: 3/5 | Service: 4/5 | Location: 5/5 …More
Hotel Serrata,Dwi Hudiyanti,5.0,Nice pool
Hotel Serrata,Tri Retnaningsih Soeprobowati,4.0,Just fot stay
Hotel Serrata,Aruni R.Z,5.0,Wedding party Yoga & Maya
Hotel Serrata,Hery Jujung,5.0,Good...
Hotel Serrata,Susanto Widodo,5.0,Nice song
Hotel Serrata,Muhammad Abdullah,4.0,Classic but ok
Hotel Serrata,Endi Rafid,3.0,Good pool side
Hotel Serrata,M. Fajrul Falah Zihan,5.0,My wife
Hotel Serrata,maxcath project,3.0,Average...
Hotel Serrata,Anggo Ridho Wirawan,5.0,Great for meeting
Hotel Serrata,Gemp,4.0,Good choice hotel
Hotel Serrata,*_p34c3 L0v3 5oc1e7y_*,5.0,Nice....
Hotel Serrata,Prastowo,3.0,Need a major break trough
Hotel Serrata,Nikki rasuna,4.0,Over all good
Hotel Serrata,Dimas Setiyono,2.0,Not worth the price
Hotel Serrata,R Priambodo,1.0,Slow catering services
Hotel Serrata,Helmy Kus,5.0,Nothing wrong with this place 😄
Hotel Serrata,khoirunnisa meta,5.0,Baguusss
Hotel Serrata,gun raharjo,4.0,Ok
Hotel Serrata,Dwi Kartika,5.0,Nice
Hotel Serrata,Basri Hasan,5.0,mantap place to stay
Hotel Serrata,BH. Yusuf Tonda,5.0,Top
Hotel Serrata,Dyah Kusuma Susanti,5.0,Good
Hotel Serrata,Grootslang,5.0,Good service
Hotel Serrata,Mikoly Adhy,4.0,Good
Hotel Serrata,Tulus Semedie,4.0,Good
Hotel Serrata,Rachman Rian Prasetyo,5.0,Cozy
Hotel Serrata,Rafi'i L.A.H,4.0,Nice
Hotel Serrata,Rizky,3.0,Nice
Hotel Serrata,agung hermanto,4.0,Nice
Hotel Serrata,fitriani semangat,4.0,Cozy
Hotel Serrata,Maharani Puspa,4.0,Comfort enough
Hotel Serrata,Nurrohmad,5.0,Enjoying
Hotel Serrata,Kurnia Arif Budiawan,5.0,Good service
Hotel Serrata,RyuShin Gaming,5.0,Awesome
Hotel Serrata,Ahmad Irfain,5.0,Seminar place @ esq
Hotel Serrata,Evievi Cahayahandayani,1.0,Puaniss poll
Hotel Serrata,Ummi Ari Baroroh,5.0,Happy night
Hotel Serrata,Nisrina Zahra,5.0,Recomended place
Hotel Serrata,Ariawantono 69,5.0,Professional management
Hotel Serrata,mBokmPus,5.0,Beautiful place
Hotel Serrata,ruzz ruswanto,5.0,Nice place
Hotel Serrata,Yeremia petra sigalingging,5.0,"(Translated by Google) This hotel is very strategically located so that it is easier for visitors to find this place. In addition, the cleanliness in this hotel is well maintained so that visitors are more comfortable to visit this hotel. In addition there is also a swimming pool so that visitors can enjoy the view of the hotel from the swimming pool. On the edge of the hotel's swimming pool there is a gazebo gazebo for a place to eat and rest. Anyway, it's great, salute to Hotel Serrata. Hopefully the service will be improved so that more and more visitors come to visit this hotel. CONTINUOUS SUCCESS 👍👍 (Original) Hotel ini letaknya sangat strategis sehingga pengunjung semakin mudah untuk menemukan tempat ini. Selain itu juga kebersihan di Hotel ini terjaga dengan baik sehingga pengunjung semakin nyaman untuk berkunjung di hotel ini. Selain itu juga ada kolam renangnya sehingga pengunjung dapat menikmati pemandangan hotel dari kolam Renang. Di pinggir kolam renang hotel ini terdapat gazebo gazebo untuk tempat makan dan beristirahat. Pokoknya Mantapp deh salut Buat Hotel Serrata. Semoga Pelayanan nya semakin di tingkatkan agar pengunjung semakin ramai untuk berkunjung ke hotel ini. SUKSESS TERUSSSSSSSS 👍👍"
Hotel Serrata,DI. company,2.0,"(Translated by Google) Make breakfast no 450.000 In the dirty bathroom Wifi not connecting The bathroom under the wetstafel has gas that is connected, I don't know where Ignorant Outside a lot of mice For noisy ac In the hotel there is a kitchen but why is there no breakfast? (Original) Buat sarapan tidak ada 450.000 Di dalam kamar mandi kotor Wifi tidak nyambung Kamar mandi di bawah wetstafel ada gas yang nyambung ga tau kemana Cuek Di luar banyak tikus Untuk ac berisik Di hotel ada dapur cuman kenapa ga ada sarapan?"
Hotel Serrata,davin noor septiarso,4.0,(Translated by Google) Old hotel.. The rooms are spacious and there is also a mini fridge.. Bathroom with bathtub.. There is also a swimming pool.. It's just that the cleanliness of the room is not clean. But comfortable enough to rest.. (Original) Hotel tempo dulu.. Kamar luas dan tersedia juga mini kulkas.. Kamar mandi dengan bathup.. Tersedia juga kolam renang.. Hanya saja kebersihan kamar kurang bersih. Tapi cukup nyaman untuk beristirahat..
Hotel Serrata,Dkn,4.0,(Translated by Google) The room is very spacious. There is a swimming pool. There is a bathtub too. Location is also good. It's just a bit old and a bit lonely (Original) Kamarnya luas banget. Ada kolam renang. Ada bathtub juga. Lokasi juga bagus. Cuma agak tua aja dan agak sepi
Hotel Serrata,Tuani Azriel Sigalingging,5.0,"(Translated by Google) Very strategic location The swimming pool is recommended, clean even though it's outdoor Pray for the champion (Original) Lokasi sangat strategis Kolam renang recommended, bersih walaupun outdoor Mendoan juaraaaaaa"
Hotel Serrata,Benedicta Kinanti,4.0,"(Translated by Google) There is a swimming pool, usually for swimming or general lessons. The pool is not too big, divided into several depths. Can make children (Original) Ada kolam renangnya, biasa buat les renang atau umum. Kolam tidak terlalu besar, terbagi atas beberapa kedalaman. Bisa buat anak-anak"
Hotel Serrata,Hary Wibowo,2.0,"(Translated by Google) The current pandemic conditions may require hotel management to be efficient in all lines, including employees. Slightly affects the service. Not too many guest occupancy makes the spacious hotel atmosphere seem quiet (Original) Kondisi Pandemi panjang kmrn mungkin mengharuskan manajemen hotel hrs melakukan efisiensi disegala lini termasuk karyawan. Sedikit byk memengaruhi servis. Okupansi tamu yg tdk bgt byk membuat suasana hotel yg luas jd terkesan sunyi"
Hotel Serrata,Hery Setiyawan,5.0,"(Translated by Google) Strategic location on Jl. Setiabudi, Semarang-Solo main road. Only 1 floor with an ancient building model. There is a swimming pool. There is a rather small convention that is often used for weddings. Parking space is limited if it's full when it's full it can spill over to the road. Corporations can get discounts. (Original) Lokasi strategis di jl. Setiabudi , jalan utama Semarang-Solo. Hanya 1 lantai dengan model bangunan kuno. Ada kolam renang. Ada Convention agak kecil sering dipake wedding. Tempat parkir terbatas kalo pas penuh bisa luber sampai badan jalan. Kalo korporasi bisa dapat diskon."
Hotel Serrata,Tri Handoyo,5.0,"(Translated by Google) It looks like an old hotel, the rooms are big and the swimming pool is also quite long. Just after the pandemic need a lot of care... (Original) Sepertinya hotel lama, kamarnya besar2 dan kolam renangnya juga lumayan panjang. Hanya setelah pandemi perlu banyak perawatan ..."
Hotel Serrata,Bhontot Gacor,5.0,"(Translated by Google) It&#39;s delicious, comfortable and cheap, just because the HBs pandemic isn&#39;t so crowded, I suggest that you have to do a lot of promotions so that people know more about this place. (Original) Enak nyaman dan murah cuman berhubung hbs pandemi belum begitu ramai saya saran kan sih harus banyak promosi biar orang lebih tau tempat ini."
Hotel Serrata,Iyan Tanudiwangsa,5.0,"(Translated by Google) Competitive prices...I use a family room..friendly waiters, cheap food prices, great recommendations for travelers to Semarang (Original) Harga kompetitif...saya pake kamar family..pelayan ramah harga makanan murah mantap rekomen buat para pelancong yg ke Semarang"
Hotel Serrata,Anwa Tr,4.0,"(Translated by Google) The hotel is clean, the service is good, there is a swimming pool too, maybe more attention is paid to the electric kettle, phone the room, the rest there are no problems.. (Original) Hotel bersih, pelayanan bgus, ada kolam renang jg, mungkin lebih diperhatikn teko listriknya, telp kamar, selebihnya tdk ada masalah.."
Hotel Serrata,imam sy,5.0,(Translated by Google) Several times staying with guests and holding events here.. The service is okay.. (Original) Beberapa kali nginepin tamu dan bikin acara disini.. Service nya oke..
Hotel Serrata,Abdur Rozaq,4.0,"(Translated by Google) A hotel with the feel of an old hotel building, suitable for those who don't like modern hotels that are very closed (Original) Hotel dengan nuansa bangunan hotel lama, cocok untuk yg tidak suka hotel"" modern yg sangat tertutup"
Hotel Serrata,Faril Setya,4.0,"(Translated by Google) The place is good for swimming, the depth is up to 1.5 meters (Original) Tempatnya enak untuk berenang, kedalamannya sampai 1,5 meter"
Hotel Serrata,Widayat Budiasto,5.0,"(Translated by Google) Even though it is located on the outskirts of the city, Serrata hotel is very comfortable to be a relaxing choice. It is also convenient for family parties to weddings. Access to the city is relatively close, from the Undip campus only 1 km, hotel and restaurant facilities are also good. Cool air and friendly service. Only if the parking lot is full, you have to line up on the side of the highway opposite the front of the yon 400 bull raiders headquarters. Recommended. (Original) Meski berada di pinggir kota, Serrata hotel sangat nyaman utk jadi pilihan bersantai. Untuk perhelatan pesta keluarga hingga pernikahan juga nyaman. Akses ke kota terhitung dekat, dari kampus undip hanya 1 km, fasilitas hotel n resto juga baik. Udara sejuk dan pelayanan ramah. Cuma kalau parkir penuh, terpaksa berderet di pinggir jalan raya seberang depan markas yon 400 banteng raiders. Recommended."
Hotel Serrata,Bunda 2vien,5.0,"(Translated by Google) If you don't stay overnight, you can swim at a cost of 30 thousand (Original) Bila tdk menginap.bs merenang dgn biaya 30rb"
Hotel Serrata,Jeffrey Santiago,5.0,"(Translated by Google) It needs modernization so that it is crowded again and the lights can shine brightly, events are held besides weddings....have taken friends there but it seems they are still recovering from the pandemic (Original) Perlu modernisasi supaya rame lagi dan lampu bisa menyala terang, diadakan even2 dong selain wedding....pernah nganter teman ke sana tapi sepertinya masih belum pulih dari pandemi"
Hotel Serrata,Iwan Adi,1.0,"(Translated by Google) The 2nd floor is really scary, not anymore hiiii (Original) Lantai 2 nya serem bgt,gak lagi2 hiiiii"
Hotel Serrata,siwi rahmat,4.0,"(Translated by Google) I've never stayed here before.. When I got a wedding invitation, I swam several times.. The food was pretty good.. But when it came to the swimming pool, in my opinion, the water wasn't very clear, maybe because there were a lot of dry leaves entering the pool. .. (Original) Kalau nginep disini sih belum pernah.. Kesini pas ada undangan nikahan sama beberapa kali berenang.. Soal masakan sih lumayan enak.. Tp kalau soal kolam renang, menurut saya kurang terawat, air kurang bening mungkin karena banyak daun-daun kering yg masuk kolam.."
Hotel Serrata,Wahyu Trisnadi,4.0,"(Translated by Google) Nice room, but dirty and dusty (Original) Bagus kamarnya, tapi kotor dan berdebu"
Hotel Serrata,Anae Rikma,3.0,(Translated by Google) the hotel is good but it's a shame the water for bathing is not hot... even though you use a bath up... it's a shame you paid a lot (Original) hotelnya bagus tapi sayang air buat mandi endak panas... padahal pake bath up.. sayang bgtt dah bayar mahal
Hotel Serrata,Willy Amos,1.0,(Translated by Google) Online queue j not almost 1 hour. sorry. auto censel if you can order here. even 1 hour it doesn't happen 2. only 1 tok we are happy (Original) Online antri j nggak hampir 1jam.apes.auto censel klo dapat order sini.malah 1jam gak jadi2.cuman 1 tok we ksuwen
Hotel Serrata,Chriesdiantoro,1.0,"(Translated by Google) Orders to drink 5 glasses take a long time even though there are no customers, what about when it's crowded...?!! (Original) Order minum 5 gelas lama banget padahal nggak ada pelanggan yg, lha trus klo pas rame gman...?!!"
Hotel Serrata,Adi Junaedi,3.0,"(Translated by Google) Delux room fairly large type suitable for small families, there is a pool of all. Decor a room of modern ethnic nuances. For standard breakfast only ... Only employees according to him are not friendly, especially when there is an event, hotel guests seem to be cuexin .... (Original) Kamar type delux lumayan luas cocok untuk keluarga kecil, ada kolam renang segala. Decor ruangan nuansa etnik modern. Untuk sarapan pagi standart saja... Hanya karyawannya menurut sy kurang ramah, apalagi ketika ada event, tamu hotel serasa d cuexin...."
Hotel Serrata,Ari Saputra,5.0,"(Translated by Google) It's very good that the place is strategic too. yesterday ran out of COD Vitamale strong medicine there, added the duration of playing with the wife, wants to order chat admin 085882179264 (Original) Bagus banget tempatnya strategis pula lagi. kemarin habis COD obat kuat vitamale disana tambah durasi main sama istri mau order chat admin 085882179264"
Hotel Serrata,Sentot.n HS.Pardjono (Sentot.n),4.0,"(Translated by Google) Hotel 3 is strategically located, leading to the solo route and the entrance to the toll road of various directions. (Original) Hotel ⭐3 lokasi yang strategis, mengarah ke jurusan solo dan arah masuk jalan tol berbagai jurusan."
Hotel Serrata,Dzoe Alv,4.0,"(Translated by Google) Drop by okay. The room is ok, only the bathroom is a bit smelly. But overall okay. The food is delicious, the price is comfortable in the pocket, the swimming pool is okay. It's okay next time we stop by, hope next time is better xxoxoxo (Original) Buat mampir oke-lah. Kamar lumayan cuma kamar mandi agak smelly. But overall oke. Makanan nya enak harga nya nyaman di kantong, kolam renang oke. Boleh lah lain waktu kami mampir, hope next time better xoxoxoxo"
Hotel Serrata,sumarno rpl,1.0,(Translated by Google) Very stingy management of the facility. Order for 13.00. There was a guest at 12.00 when the ac was turned on. The live light is also turned off. There's no tolerance (Original) Manajemen sangat pelit fasilitas. Order buat jam 13.00. Ada tamu jam 12.00 bluk dinyalakan ac nya. Lampu hidup jg dimatikan. Ga ada toleransinya
Hotel Serrata,Nugraha Saputra,5.0,"(Translated by Google) Located in Semarang, 9 km from Brown Canyon, Pondok Serrata Hotel Semarang provides accommodation with a restaurant, free private parking, an outdoor swimming pool and a shared lounge. Located 7 km from Jatidiri Stadium and Police Academy, the property offers a garden and terrace. The accommodation provides a 24-hour front desk, airport transfers, room service and free Wi-Fi throughout. All rooms have air conditioning, flat-screen cable TV, refrigerator, kettle, bidet, free toiletries and desk. Each room at this hotel includes a wardrobe and a private bathroom. Pondok Serrata Hotel Semarang offers a continental or buffet breakfast. (Original) Terletak di Semarang, 9 km dari Brown Canyon, Pondok Serrata Hotel Semarang menyediakan akomodasi dengan restoran, tempat parkir pribadi gratis, kolam renang luar ruangan, dan lounge bersama. Berjarak 7 km dari Stadion Jatidiri dan Akademi Kepolisian, akomodasi ini menawarkan taman dan teras. Akomodasi ini menyediakan resepsionis 24 jam, antar-jemput bandara, layanan kamar, dan Wi-Fi gratis di seluruh areanya. Semua kamar memiliki AC, TV kabel layar datar, kulkas, teko, bidet, perlengkapan mandi gratis, dan meja. Setiap kamar di hotel ini menyediakan lemari pakaian dan kamar mandi pribadi. Pondok Serrata Hotel Semarang menawarkan sarapan kontinental atau prasmanan."
Hotel Serrata,Eva Fairus,3.0,"(Translated by Google) Old hotel ... the condition of the room facilities deserves to be replaced. I rent a super deluxe type of 550 thousand for 3 adult guests. Not bad if just to rest and unwind. But the breakfast is quite complete. There are chicken porridge, nasgor, migor, aygor, vegetable menu, bread and fried egg table (Original) Hotel lama.. kondisi fasilitas kamar sdh pantas diganti. Saya sewa tipe super deluxe 550rb utk 3 org tamu dewasa. Lumayan klo hanya utk istirahat melepas lelah. Tp sarapan lumayan komplit. Ada bubur ayam, nasgor, migor, aygor, menu sayuran, roti2an dan meja telur goreng"
Hotel Serrata,Hastutik Hastutik,4.0,"(Translated by Google) Strategic location on the edge of the road, the facilities are quite complete but the place is less spacious (Original) Lokasi strategis pinggir jln,fasilitas cukup lengkap tp tempat kurang luas"
Hotel Serrata,JesS iCa,2.0,"(Translated by Google) The food is actually Lynyn ok and there is a swimming pool. But if the service is not ok, the manager and receptionist are very uncooperative and confusing, too rigid and unpleasant. When used for parties, the dinner plate is still there, the food is gone. Like reduced portions. When I want to add it or not, I can't and it says there's no ingredients. The decoration of the package is not good enough, entertainment and sound are good. The standard room is very old fashioned. (Original) Makannya sebenarnya lmyn ok dan ada kolam renang. Tapiiii pelayanannya kurang ok, managernya dan resepsionis sangat ga kooperatif dan membingungkan, terlalu kaku dan tidak menyenangkan. Saat digunakan unt pesta, masa piring makan masih ada, makanan sudah habis. Seperti dikurangi porsinya. Saat mau nambah blg ga bisa dan dilama2in bilangnya ga ada bahan. Dekorasi yg paket seadanya kurang bagus, entertain dan sound lmyn bagus. Kamar standar, sudah kuno sekali."
Hotel Serrata,Agus SP SP,4.0,(Translated by Google) Hotel in the upper Semarang city area with cool air.. Suitable for a stopover and also ceremonial events acara (Original) Hotel di kawasan kota Semarang atas dg udara yg sejuk.. Cocok buat singgah dan juga acara2 seremonial
Hotel Serrata,Felix Iwan,5.0,"(Translated by Google) There is one old hotel in the city of Semarang. Location is easy to reach. The car park area inside the complex can accommodate around 20 cars. There is a meeting room located in the main door on the 1st floor, which can accommodate around 100 people. Located on Jalan Setiabudi 108 Semarang (Original) Salqh satu hotel yang sudah berusia lama di Kota Semarang. Lokasi mudah dijangkau. Area parkir mobil di dalam kompleks bisa menampung sekitar 20 mobil. Ada ruang pertemuan yang berada di masuk pintu utama lantai 1, bisa menampung sekitar 100 orang. Berada di Jalan Setiabudi 108 Semarang"
Hotel Serrata,Monox LG,1.0,"(Translated by Google) Attending invitations at the hotel here, even though the event was 19: 00-22: 00..aq arrived there at 20:00 the dishes were all finished ... the hotel should have provided standard dishes ... the dishes, 👎 (Original) Menghadiri undangan di hotel sini ,pdahal acara jam 19:00-22:00..aq sampe sana jam 20:00 hidangan sudah habis semua..seharusnya hotel ngasih standart sajian ny lah..sajiannya ,👎"
Hotel Serrata,Herman Darmansyah,4.0,"(Translated by Google) The rooms are spacious, clean, close to the office, there is WIFI, there is a small swimming pool, there is live music in the lobby, there is a limited car park, there is a simple breakfast menu. (Original) Kamar luas, bersih, dekat dg kantor2 proyek, ada WIFI, ada kolam renang kecil, ada live music di lobby, ada halaman parkir mobil terbatas, ada menu sarapan pagi sederhana."
